met_id	pat1_Control	pat2_Control	pat3_Control	pat30_Control	pat31_Control	pat32_Control	pat33_Control	pat34_Control	pat35_Control	pat36_Control	pat4_Control	pat5_Control	pat58_Control	pat59_Control	pat6_Control	pat60_Control	pat61_Control	pat63_Control	pat64_Control	pat65_Control	pat66_Control	pat8_Control	pat62_Control	pat7_Control	pat68_AKT1-high	pat75_AKT1-high	pat78_AKT1-high	pat79_AKT1-high	pat80_AKT1-high	pat82_AKT1-high	pat85_AKT1-high	pat12_AKT1-high	pat14_AKT1-high	pat17_AKT1-high	pat20_AKT1-high	pat22_AKT1-high	pat24_AKT1-high	pat26_AKT1-high	pat40_AKT1-high	pat41_AKT1-high	pat44_AKT1-high	pat47_AKT1-high	pat49_AKT1-high	pat54_AKT1-high	pat57_AKT1-high	BIOCHEMICAL	SUPER_PATHWAY	SUB_PATHWAY	METABOLON_ID	PLATFORM	KEGG_ID	HMDB_ID
met154	5690.206	115220.162	316913.131	331734.065	77478.801	66168.692	48460.739	111122.796	390601.704	NA	241337.865	303722.512	542592.235	113003.511	168625.183	158601.124	157195.858	130285.503	680829.835	531244.819	362625.254	124060.528	67102.767	368175.876	404480.439	300400.736	137846.308	203757.041	163126.684	NA	218471.624	62312.021	131131.292	180215.328	159468.377	355895.172	270787.365	NA	401766.378	163817.157	35925.353	396275.872	845789.112	282029.455	276724.879	glucose-6-phosphate (G6P)	Carbohydrate	Glycolysis, gluconeogenesis, pyruvate metabolism	31260	GC/MS	C00668	HMDB01401
met155	3256277.9	9252392.1	36718499.4	18104154.1	32526175.1	29958570.8	28855308.4	30185829.1	25397257	28845192.7	28548548.7	33204147.2	24921307.1	10657665.5	23579961.6	30543663.6	16822933.4	16883081.8	23924492.4	30343984.1	16989672.7	26813393.9	32973831.9	30072199.9	38109460.2	26617141.5	26531045	30072199.9	30616872	17072271.2	9549311.3	36649919.6	32769722	35948217	33419558.9	27095743.8	35347888.8	5088460.8	21314391	25175933.8	15208247.6	48087664.8	36599254.6	11339996.1	38958827.8	glutamate	Amino acid	Glutamate metabolism	57	GC/MS	C00025	HMDB03339
met156	426140.4	256025.35	584709.76	253521.89	182382.71	82866.49	224627.69	222716.45	325618.4	84321.31	113692.8	172755.66	132199.93	366103.82	317159.97	319991.34	155723.1	177949.91	155376.39	354936.26	144430.74	280971.61	287906.92	131036.37	332817.41	221215.37	364988.46	163521.41	580284.41	217961.94	289712.84	666946.01	623026.9	475534.38	465070.46	280884.1	971384.64	278770.54	353869.72	346305.79	127489.34	575948.25	340016.42	121051.14	80131.9	glutamate, gamma-methyl ester	Amino acid	Glutamate metabolism	33487	LC/MS pos	NA	NA
met157	1673058.1	1955518.6	2068039.6	1522207.9	1941934.8	2577354.5	1866456.8	1271405.3	1591928.5	4178977.5	1909219	3118615.5	2244100.8	2454309.3	1416112.9	1602265.7	2017356.8	1898671	1970204.2	2204684	1985833.8	2415237.5	1826236.4	2446971.9	2103506.3	2183101.3	1938674.7	1687198.2	2128013.5	1955518.6	1996734	1301184	2048979.2	1880198.6	1446991.4	1766975.6	2028411.7	2162548.8	2198332.5	2492567.1	1969102.4	2084702.2	2089485	2010841	1347675.3	glutamine	Amino acid	Glutamate metabolism	53	LC/MS pos	C00064	HMDB00641
met158	NA	NA	6979.549	14245.499	NA	NA	NA	8934.823	18038.522	NA	NA	NA	NA	NA	NA	NA	NA	NA	14235.5	NA	NA	9705.131	NA	11067.512	9105.548	NA	NA	NA	8967.548	NA	NA	22744.253	NA	20921.475	NA	25779.413	13027.674	11688.189	14235.5	10146.946	9855.859	9468.113	28695.426	11092.424	NA	glutarate (pentanedioate)	Amino acid	Lysine metabolism	396	GC/MS	C00489	HMDB00661
met159	NA	26375.39	22446.4	18668.81	NA	31302.98	62765.23	78624.11	72054.64	17483.83	24317.89	NA	48388.29	NA	62076.26	109508.8	38885.14	36843.15	124258.61	49536.67	38248.6	41944.73	48167.09	28238.1	95177.48	56130.85	73880.06	152658.83	35945.21	29103.87	56013.03	56130.85	13964.51	136610.34	61133.12	80691.73	77594.76	13569.96	45695.12	19505.5	43952.34	105434.9	110417.18	29520.46	61762.5	glutaroyl carnitine	Amino acid	Lysine metabolism	35439	LC/MS pos	NA	HMDB13130
met160	96123.67	2261873.76	1076556.71	3865381.26	4912025.06	4565057.14	6116710.99	5308515.61	6940128.31	NA	4556025.3	6079101.23	4840513.18	3227596.22	4005078.47	4119176.94	4388287.2	3841263.24	4573476.93	3137799.6	4863452.05	5344013.54	4572162.77	4345824.19	3462279.3	5122830.5	5043793.37	3185088.15	4322906.52	5487212.61	2789970.74	1890525.28	5064549.44	1835933.77	5193191.86	3952246.48	3101881.26	46493.01	4123761.97	4867217.42	7514199.7	3614734.77	4129703.8	2671658.98	2672978.16	glutathione, oxidized (GSSG)	Amino acid	Glutathione metabolism	27727	LC/MS pos	C00127	HMDB03337
met161	NA	720623.3	1615620.3	6616831	8322569.3	11470384.3	8650074.4	3454509.9	6706751.8	NA	17216047.3	17555253.8	11413284.7	120875.5	7682620.9	6082396.7	3735078.3	7984866.2	11556023.1	9803135.5	12104123.7	6706751.8	11335352.3	22236935.1	11379555.1	8184635.5	6365223.8	13018031.6	4872857	7845761.8	946243.1	3036252.3	14917626.5	4769889.5	9002782.3	16003857.1	7123947	148492.2	9362590.4	3421672.1	2649930.6	7339782.1	13107422.8	5534321.5	9682991.1	glutathione, reduced (GSH)	Amino acid	Glutathione metabolism	2127	LC/MS pos	C00051	HMDB00125
met162	47512.64	94718.31	117379.1	125232.18	43314.49	NA	64511.7	44260.88	105872.43	576321.66	110057.39	128746.75	68175.36	126720	76663.75	120354.27	41451.57	85663.93	158162.57	63015.77	72852.18	66894.15	132367.11	179550.37	152485.69	92189.1	163852.36	132437.15	57552.66	50652.22	74644.52	119951.24	120354.27	182505.87	154484.32	66857.62	180728.74	47459.77	129271.43	127590.9	38322.38	145951.74	112706.08	46182.92	244170.89	glycerate	Carbohydrate	Glycolysis, gluconeogenesis, pyruvate metabolism	1572	GC/MS	C00258	HMDB00139
met163	520277.4	2676916.1	5509753.1	3739644.9	5535437	3455781	7627527.1	3922839	6054365.3	3390572.9	6642344.3	6235839.9	6080662.8	1674408.9	3902697.1	7971132.6	3503631.4	3596890.2	6531597	8309255.4	5306258.8	4748976.9	12316480.4	7596789.1	9001281	5198899.1	5923333.5	5520231.2	7529377	3602962.4	4010915	7660649.1	7687944	8763012.2	5016211.5	6643005.6	7303570.9	683174.2	6795590.7	5403139.3	4645879.9	6773417.3	6475867.7	1957044.7	7741866.2	glycerol	Lipid	Glycerolipid metabolism	15122	GC/MS	C00116	HMDB00131
met164	13193.8	NA	78514.52	37471.96	NA	36538.22	58019.14	51756.49	53096.72	48833.88	67857.09	68746.63	93140.73	NA	70882.67	29029.82	37015.01	NA	128499.67	64788.01	20745.19	47720.58	83767.16	92373.42	103012.2	NA	158298.24	NA	34043.61	NA	36663.49	133151.16	162103.58	83728.32	72219.03	137995.01	136437.87	19311.69	53905.75	69279.65	57315.44	152349.94	185113.06	30866.67	281306.2	glycerol 2-phosphate	Xenobiotics	Chemical	27728	GC/MS	C02979	HMDB02520
met165	189440.23	309843.03	502970.83	235923.28	727336.65	1424230.81	219982.56	258147.83	478152.4	194847.1	491659.91	971068.11	664391.06	215621.18	578941.59	425192.87	1461863.96	333153.21	1081885.51	374007.89	384517.76	638432.19	367907.99	664391.06	730298.98	735083.28	714232.5	417742.42	1052460.86	998111.06	531550.36	1047799.56	1728169.55	486790.83	828604.29	1142893.24	992054.03	175679.21	229240.15	1068944.58	866116.93	845962.69	1152424.04	222390.25	1138009.72	glycerol 3-phosphate (G3P)	Lipid	Glycerolipid metabolism	15365	GC/MS	C00093	HMDB00126
met166	NA	NA	35912.93	16657.07	14958.84	NA	173797.31	104819.13	220007.98	34423.47	54217.49	NA	323215.89	NA	225481.94	200135.91	26390.27	16851.82	432756.64	54237.65	95117.75	35580.86	333998.47	200135.91	679248.21	120121.69	372540.45	485585.4	211855.34	16355.29	21101.31	201771.26	151848.04	180577.3	181107.83	258181.21	233501.66	NA	101438.64	180263.84	NA	450343.32	1249904.77	74030.66	593420.61	glycerophosphoethanolamine	Lipid	Glycerolipid metabolism	37455	GC/MS	C01233	HMDB00114
met167	2530481.8	2022604.6	2059980.4	2729010.3	1770079.5	991409.4	2776301.5	1741436.4	1839066.3	3955245.7	3033180.9	2498790.2	3931517.7	2272434.4	4420874.4	2854419.2	1658102.6	4155965.7	5393416.8	3407110	2113529.2	2928127.1	4284876.3	3790966.9	3357597.1	1910386.9	6889186.6	4563804.4	2028527.4	2971507.7	3464894.2	4494879.3	6356674.1	3699665.4	2443921.6	5670520.7	3407110	2267197.2	2242861.4	5189049.1	2078525.4	3396047.8	4760206.5	5836467.3	6197685.7	glycerophosphorylcholine (GPC)	Lipid	Glycerolipid metabolism	15990	LC/MS pos	C00670	HMDB00086
met168	2990048	11219238	30490556	14660907	12177541	13301091	16883155	13916034	18905199	22886704	19315387	18255957	14655587	12123209	15181330	25740295	15165928	10593450	15171750	28041704	11797021	15318188	25752356	20226127	20795354	15338371	17199363	17348938	36853850	13154408	14513524	27458230	22607589	25366611	18971799	23412298	35581120	4130440	20672497	23126660	13280714	29720176	18927542	5346247	23695996	glycine	Amino acid	Glycine, serine and threonine metabolism	11777	GC/MS	C00037	HMDB00123
met169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	glycylisoleucine	Peptide	Dipeptide	36659	LC/MS pos	NA	NA
met170	NA	61640.1	37888	78428.62	65954.22	25756.03	31458.68	NA	23326.57	32197.27	36511.99	17658.71	23378.18	19542.87	28542.63	17602.54	NA	28140.62	25466.58	45509.82	18246.42	22950.52	63334.72	34709.42	32735.13	17335.46	29363	23188.04	19180.96	38616.53	29544.8	67571.9	36204.62	66005.67	22675.73	38059.8	102827.3	18591.21	36946.56	73835.98	23465.61	127912.54	35991.55	24771.93	53338.64	glycylleucine	Peptide	Dipeptide	34398	LC/MS pos	C02155	HMDB00759
met171	17618.67	34936.2	55822.73	107395.55	16000.13	NA	31581.76	54438.9	89888.19	103846.91	97432.84	17094.56	67055.7	80304.94	46934.77	74538.61	29034.78	71960.58	33434.57	64144.09	35567.1	93503.4	48013.51	52705.57	53386.64	41430.86	60785.91	31629.61	50239.89	107541.77	66787.79	74385.51	28745.47	113036.31	30479.43	74220.43	142639.59	17595.99	68616.36	75752.53	73359.09	74840.43	41684.96	26680.41	66458.5	glycylproline	Peptide	Dipeptide	22171	LC/MS pos	NA	HMDB00721
met172	31214.61	67746.45	NA	85094.45	29788.21	20660.39	53226.1	26358.92	NA	NA	60351.33	NA	NA	62925.49	47502.26	46343.98	35000.71	NA	52950.44	47280.23	NA	NA	50412.96	44881.86	58744.86	59960.66	63781.55	41206.84	NA	NA	21829.3	61424.14	59268.8	24196.13	39383.22	38923.35	NA	NA	58967.99	80098.59	NA	94719.82	50137.3	NA	81279.04	glycyltyrosine	Peptide	Dipeptide	33958	LC/MS pos	NA	NA
met173	160697.58	526213.33	382494.41	599221.7	469297.38	226398.22	410362.8	334376.52	524558.67	832376.37	353841.56	363788.77	433463.77	532529.34	282432.66	558842.83	167724.36	260496.55	317404.89	395337.71	251371.35	393411.31	485209.68	475669.64	203411.78	173952.18	54664.42	338346.87	516233.57	360399.72	91306.17	655710.09	376281.58	539438.81	458379.73	541142.01	325005.11	NA	433227.28	120244.6	362358.09	1069574.02	605218.62	339860.75	122401.44	guanine	Nucleotide	Purine metabolism, guanine containing	32352	LC/MS pos	C00242	HMDB00132
met174	316300.03	484118.41	1019764.93	1273154.17	961036.88	858777.11	898909.78	781255.79	1008885.97	263749.41	1118156.17	1384857.69	842448.71	620120.33	802065.49	814302.39	662867.63	916101.75	908412.01	924928.73	1126736.8	886153.5	980947.45	1258770.53	962727.16	1027795.08	893456.25	955215.97	1063512.27	920615.82	591107.34	978379.99	1017306.41	829596.76	1153486.77	988827.23	1031399.25	146803.23	952672.24	773282.4	903381.98	1106445.4	1141331.22	702474.38	808534.74	guanosine	Nucleotide	Purine metabolism, guanine containing	1573	LC/MS pos	C00387	HMDB00133
met175	NA	36592.69	15917.75	NA	NA	237602.27	NA	NA	NA	NA	NA	NA	NA	NA	15981.81	NA	NA	NA	15302.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45082.44	37788.17	NA	22500.27	NA	NA	19522.23	NA	NA	NA	NA	44792.27	NA	NA	NA	guanosine 5'- monophosphate (GMP)	Nucleotide	Purine metabolism, guanine containing	2849	LC/MS pos	C00144	HMDB01397
met176	33064.63	134692.57	NA	NA	184520.04	61716.09	NA	129247.05	544478.65	71483.08	64286.33	108752.73	54742.94	137112.12	334870.12	NA	NA	577729.3	82783.6	NA	21006.33	119279.53	50734.91	42046.35	NA	76843.11	117182.69	NA	33105.84	90201.31	20049.73	167997.66	67234.65	36448.6	63624.33	NA	NA	86451.57	53804.59	179389.51	148963.38	49039.42	70530.46	24289.21	NA	heme*	Cofactors and vitamins	Hemoglobin and porphyrin	32593	LC/MS pos	C00032	HMDB03178
met177	NA	75337.4	182343.78	168331.94	208923.54	104632.79	376939.77	279319.11	456444.17	56162.9	288606.2	564867.29	179379.17	71009.76	363663.2	410886.07	217217.2	201141.98	311156.87	285806.72	346437.08	391680.91	273800.56	344908.97	1087297.17	355093.87	253627.05	240263.51	530257.84	175035.34	67853.32	194932.65	526474.64	525100.76	253619.57	243019.71	1204587.54	29494.38	516157.55	185023.21	283523.66	648155.43	304603.14	141339.55	356697.64	hexanoylcarnitine	Lipid	Carnitine metabolism	32328	LC/MS pos	C01585	HMDB00705
met178	NA	NA	792484.89	117440.26	139919.48	2269538.15	822444.13	503026.7	1990187.05	103670.58	179070.79	252892.58	290723.15	22001.29	48693.39	911745.7	53991.25	126320.02	159761.36	30276.6	193024.62	106307.75	52281.12	NA	251844.85	185496.19	100488.81	NA	68941.85	299161.18	NA	801676.16	285513.91	246881.61	258266.27	34401.12	149281.46	NA	36346.26	182021.92	37316.87	32639.21	230910.53	NA	87382.7	hippurate	Xenobiotics	Benzoate metabolism	15753	LC/MS neg	C01586	HMDB00714
met179	NA	300928.39	617435.9	777118.5	396290.39	61577.19	275828.42	697424.2	938401.53	49261.88	255334.77	193956.34	685283.27	395851.56	424914.51	333808.75	276171.86	339002.78	223447.96	183751.24	306938	910511.47	653811.25	56285.02	344533.15	811825.16	242319.25	105397.38	454183.27	189220.83	501316.31	190079.99	517500.41	1215879.73	388044.13	109510.96	258578.79	NA	269818.46	935103.99	189647.98	968785.79	357655.89	227124.07	330717.71	histamine	Amino acid	Histidine metabolism	1574	GC/MS	C00388	HMDB00870
met180	36612.04	156740.21	109314.95	112720.1	115257.05	122641.81	134875.23	145345	130970.94	326963.92	119124.27	131027.65	132172.33	132084.59	79161.89	163226.9	132191.25	69960.25	120617.66	120328.51	90810.43	140439.8	111609.41	140746.74	131027.65	131700.32	122571.5	152984.81	158661.84	104027.24	61233.07	227293.37	126622.07	164634.35	173222.52	109007.92	163247.13	47388.83	95071.57	164322.3	166703.86	137215.81	103600.52	47912.97	138292.74	histidine	Amino acid	Histidine metabolism	59	LC/MS neg	C00135	HMDB00177
met181	NA	NA	NA	NA	NA	NA	NA	22636.55	NA	NA	NA	NA	NA	NA	NA	NA	22194.56	NA	NA	NA	NA	28214.95	NA	NA	NA	NA	NA	NA	NA	28563.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34489.87	NA	NA	NA	NA	homocarnosine	Peptide	Dipeptide derivative	1633	LC/MS neg	C00884	HMDB00745
met182	NA	1331205.28	159959.14	212863.67	33508.32	64436.28	330732.56	640796.84	136113.67	149545.91	123097.93	177837.09	324699.33	671514.68	299234.65	325446.69	112751.77	61431.86	577700.18	376082.47	230121.15	332621.06	210799.57	1283119.43	1017763.43	241874.29	2081970.89	135153.46	439682.04	64862.21	3738252.89	189467.01	258344.09	432522.61	778811.92	402159.45	2000021.21	237232.65	231649.2	103455.66	144760.33	1232236	378411.59	4411357.69	770014.67	hydroxyisovaleroyl carnitine	Amino acid	Valine, leucine and isoleucine metabolism	35433	LC/MS pos	NA	NA
met183	21032.2	104350.7	233351.43	384910.02	339671.53	313753.3	683662.3	230047.93	2269262.17	231701.26	218925.84	1057567.38	470552.4	135693.22	226885.9	338147.18	156685.93	607025.73	583326.14	291494	897030.1	184305.5	742109.12	440909.57	809878.1	675356.7	221010.81	472646.99	326625.24	510109.83	191795.03	540787.91	1663582.52	408771.51	465311.87	475792.92	679401.85	31487.37	341840.58	489366.09	423874.31	735686.75	1399141.83	165381.97	384327.95	hypotaurine	Amino acid	Cysteine, methionine, SAM, taurine metabolism	590	GC/MS	C00519	HMDB00965
met184	131484.69	285295.67	152311.54	369663.65	347218.95	211065.44	395502.27	219199.63	344179.98	542360	279568.57	259815.47	320108.64	373556.86	256581.35	448215.7	200868.46	210660.67	345633.15	384550.94	177407.98	285792.13	464709.6	232662.47	273772.78	295859.15	277141.33	356452.2	432522.43	244933.05	269346.07	544011.71	373556.86	436193.89	370718.55	426156.63	504817.56	35538.57	377450.08	457254.96	293183.87	683983.67	325627.37	213304.54	604865.15	hypoxanthine	Nucleotide	Purine metabolism, (hypo)xanthine/inosine containing	3127	LC/MS neg	C00262	HMDB00157
met185	NA	NA	NA	NA	NA	NA	NA	NA	NA	20926.44	NA	NA	NA	NA	15689.98	NA	NA	NA	NA	NA	14520.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21262.03	NA	NA	NA	17315.47	NA	NA	indolelactate	Amino acid	Tryptophan metabolism	18349	LC/MS neg	C02043	HMDB00671
met186	710896.1	863667.8	3257847.8	2957476.2	2809747.9	3381268.3	2970769	2446237.4	2986915.1	666426.3	3460489.7	3974097.3	3587714	1705444.5	2753889.6	2687988.4	2651992.7	2899507.7	3712211.2	3629258.6	3583715.9	2749683.9	3241984.3	3697619.9	3991281.1	3622691.5	3701059.1	3600007	3675003.3	2651058.7	2131338	2348720.3	3663969.9	2938143.4	3542828.6	3579394.1	4009593.7	363731.4	3337436.6	2644384.9	2685007.4	3422694.3	3474793.9	1900678.1	3177949	inosine	Nucleotide	Purine metabolism, (hypo)xanthine/inosine containing	1123	LC/MS neg	C00294	HMDB00195
met187	NA	142364.3	121688.44	80046.7	147597.17	234376.83	94275.54	60729.14	69375.06	NA	123005.35	149465.01	101377.54	48089.71	67257.85	88444.36	44176.23	79466.59	99333.07	119825.4	68386.72	48539.15	133306.18	102684.23	88044.25	90032.76	52924.09	63439.35	143738.59	72059.17	108614.86	63727.67	86770.05	82705.37	69244.3	151634.45	101309.41	11647.92	71306	104041.15	63549.56	180070.07	168145.78	49975.92	85799.65	inositol 1-phosphate (I1P)	Lipid	Inositol metabolism	1481	GC/MS	C01177	HMDB02985
met188	NA	NA	16462.23	24103.32	29407.94	40698.06	NA	18743.05	70552.69	NA	NA	69266.59	24718.88	NA	NA	21144.2	32987.4	20027.67	NA	27771.06	86874.09	NA	NA	20518.51	55316.15	37148.16	NA	NA	26613.57	29189.59	NA	NA	29407.94	NA	35390.45	38492.5	18531.99	NA	NA	27567.61	29107.84	20412.54	38313.3	NA	NA	Isobar: fructose 1,6-diphosphate, glucose 1,6-diphosphate	Carbohydrate	Glycolysis, gluconeogenesis, pyruvate metabolism	36984	LC/MS neg	NA	NA
met189	NA	131193.02	162925.77	70694.73	128058.73	44039.64	126860.31	138863.2	77308.21	123353.08	69834.62	109750.37	223356.15	94877.48	73886.26	222728.71	99864.84	94916.29	319697.72	118242.79	148700.23	131803.59	196632.84	169230.09	55152.05	251909.9	110867.65	82404.63	109282.17	206774.9	93709.66	139425.18	110990.12	105610.03	277504.98	47607.84	302449.87	98025.45	138007.77	NA	99863.44	366112.93	376937.2	96406.48	58519.18	isobutyrylcarnitine	Amino acid	Valine, leucine and isoleucine metabolism	33441	LC/MS pos	NA	HMDB00736
met190	30463.62	89397.33	685247.66	278015.52	NA	NA	912905.04	1017118.53	365930.1	306549.47	404995.1	176391.52	566336.62	116116.14	613391.26	343908.89	189480.1	464169.13	316731.07	504358.45	474805.79	284184.91	725653.78	396368.37	373791.72	129557.51	315486.77	451768.11	83411.07	NA	198755.27	165575.01	203807.56	654186.75	419550.34	578368.01	331814.5	NA	510445.04	NA	132829.04	130885.3	605432.4	215680.04	186149.59	isocitrate	Energy	Krebs cycle	12110	LC/MS pos	C00311	HMDB00193,HMDB01874
met191	893763.8	4515728.1	3298298.9	4961449.2	3870271.6	2756629	3525636	3853398.4	5461827.6	12665624.8	3648441.4	3169675.1	3954971.8	5144347.9	3148335.6	5010392.4	2553409.3	2570412.7	3408200.6	3978875	3391707.8	4208508.3	4712046.6	3218839.4	4013832.5	3575673.1	4004111.4	2670010.8	4733271.7	4175506.9	2114587.1	6493759.4	3959552.5	5896641.7	3799949.7	3916614.4	6270353.8	844900.3	3654673.2	4092771.9	4066334.9	5416089.2	4382406.3	1678564.7	4511819.9	isoleucine	Amino acid	Valine, leucine and isoleucine metabolism	1125	LC/MS pos	C00407	HMDB00172
met192	NA	17842.38	NA	NA	31027.61	27234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16531.05	NA	19692.89	NA	NA	32097.32	NA	16347.94	NA	NA	NA	16664.66	37240.12	NA	NA	NA	NA	NA	NA	34580.74	NA	NA	49389.56	NA	94241.59	16134.97	NA	NA	isoleucylisoleucine	Peptide	Dipeptide	36761	LC/MS pos	NA	NA
met193	NA	150193.69	45088.8	NA	32125	NA	NA	54429.97	34924.34	81126.21	NA	31766.37	65996.69	86276.65	33974.74	219082.98	36407.07	22709.67	97794.12	43620.2	33755.33	62956.81	79210.65	62653.78	41832.6	84871.82	39184.97	31850.73	66335.15	63050.29	62560.3	127663.36	45151.3	51843.63	105258.49	20321.88	136681.16	NA	26841.85	NA	19753.77	95997.74	89032.07	76464.71	45030.8	isovalerylcarnitine	Amino acid	Valine, leucine and isoleucine metabolism	34407	LC/MS pos	NA	HMDB00688
met194	29354.45	114473.11	109831.03	79573.21	99984.1	80087.94	76220.31	75801.48	129517.25	53027.97	81500.81	125210.61	56360.53	96591.86	82248.12	192146.86	33370.96	48885.72	49367.85	175769.4	67978.25	82742.15	81846.48	40443.16	143953.34	123579.48	86967.15	109401.99	158425.57	88602.95	99984.1	121865.23	101596.34	89783.44	49367.01	206494.77	108640.22	NA	70606.88	49212.6	41855.4	146179.62	357172.93	47887.64	160016.53	kynurenine	Amino acid	Tryptophan metabolism	15140	LC/MS pos	C00328	HMDB00684
met195	11764528	10590318	120325854	69306698	148865204	161861762	153265546	109959128	134395329	48625625	122230201	101752432	120312485	27332754	89574055	172701518	122230201	76651581	137954130	168478220	90806614	123888480	198476863	117543693	148951011	114899488	134020702	134011562	176036331	132828191	41557223	125684018	117431367	174356405	115846689	149591469	144903194	8751140	131153504	132654326	127525416	147257694	126001806	51077935	118458595	lactate	Carbohydrate	Glycolysis, gluconeogenesis, pyruvate metabolism	527	GC/MS	C00186	HMDB00190
met196	1225328.5	8176095	4067085.3	7164812.8	6032012.1	3984466.8	5518020	6222060.1	7557870.7	21721195.9	4447068.7	4742185.8	5484279.8	7472945.7	4146233.3	7957626.2	3000201.3	3535998.3	5309200.4	5057126.5	5165516.3	5944120.2	7956369.6	4125123.5	6127036.1	5324045.8	6043990.4	5241265.2	7919110.2	5440851.7	3050929.2	11335092.6	5306442	10484661.9	6127036.1	5783675.8	8718509.3	1571873.1	4412755.5	5968289.6	4962840.2	7933170.8	6235697.5	2181999.5	6783981.9	leucine	Amino acid	Valine, leucine and isoleucine metabolism	60	LC/MS pos	C00123	HMDB00687
met197	NA	197855.31	117156.15	48666.37	46807.23	45405.89	41562.9	57091.68	41708.67	39201.75	48182.76	50615.52	95608.9	25569.06	29024.73	51781.69	28824.58	35950.27	40610.45	48102.5	66810.22	NA	69438.89	73160.64	171277.93	71090.85	92621.59	117359.81	49980.57	50271.28	31506.32	32419.48	138116.41	47285.03	30532.1	71543.95	139551.35	NA	51781.69	26348.85	38727.44	142336.36	190178.37	60773.53	117189.12	leucylleucine	Peptide	Dipeptide	36756	LC/MS pos	C11332	NA
met198	NA	NA	NA	NA	442576.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	482851	NA	NA	372491.2	NA	NA	NA	NA	NA	NA	NA	427671.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	lidocaine	Xenobiotics	Drug	35661	LC/MS pos	D00358	NA
met199	2745024	26697295	3954846	9176482	2801449	1932219	4358976	3138483	6874837	9669361	4706517	4813791	4790914	7938594	3136731	6096261	3577364	2931838	3691885	4256952	3428133	6853673	7502503	3127282	6864814	5796655	6282455	3614280	8144910	6398259	22863297	9694747	6558205	6901093	7062467	6612917	6054827	8549596	7822795	5403531	3876300	4608401	8003720	7703403	8339102	linoleate (18:2n6)	Lipid	Long chain fatty acid	1105	LC/MS neg	C01595	HMDB00673
met200	146886.05	1403849.76	212545.39	410981.02	114373.82	74731.04	165539.42	144965.02	397947.71	479053.99	189997.77	196794.41	167239.94	345086.29	154542.53	187120.41	203430.6	112929.14	146766.41	179687.28	158145.67	354319.15	253130.24	126424.21	180237.86	279423.77	179381.64	95835.64	331912.68	286719.94	1260612.64	267291.85	220656.37	220771.08	239990.44	251370.05	193924.54	240522.66	298197.97	252457.5	164314.92	177677.39	234364.93	333800.88	435364.27	linolenate [alpha or gamma; (18:3n3 or 6)]	Lipid	Essential fatty acid	34035	LC/MS neg	C06427	HMDB01388
met201	118324.18	2225497.87	760687.21	959589.39	453282.78	NA	559432.86	776720.18	1180047.89	2826876.9	685064.55	147498.29	952219.4	881779.59	721269.83	1087544.28	333171.7	304384.25	725562.82	NA	416248.41	753403.63	787245.89	507748.4	734128.53	674949.19	495879.91	583579.37	717253.25	452127.27	346216.14	1688392.2	915839.22	2524125.53	1451493.22	261323.07	1298057.14	129948.29	67638.57	744654.24	32601.73	879602.95	807681.39	308193.67	1021740.71	lysine	Amino acid	Lysine metabolism	1301	GC/MS	C00047	HMDB00182
met202	63838.86	249611.05	866800.019	940174.62	772082.029	316428.357	444065.99	567584.129	775294.286	418146.917	803688.779	890505.378	1256739.135	288812.493	789368.156	927045.229	725777.118	465925.673	1076341.286	1010869.976	472318.02	764824.723	1184319.7	1109181.464	1073454.733	870988.808	766866.087	783032.949	969698.909	576329.921	254910.145	916472.049	1082240.978	1388182.134	1073702.344	1015548.42	1754288.639	121897.418	822172.573	781366.237	616050.217	1761451.932	1684264.411	372515.503	1777618.254	malate	Energy	Krebs cycle	1303	GC/MS	C00149	HMDB00156
met203	180177.97	NA	281838.59	191254.63	NA	168944.3	NA	360904	265905.32	1793096.01	317344.52	94393	231260.03	159349.34	193630	271197.6	442847.13	155655.06	316466.12	357400.86	101755.92	351460.55	200084.15	156009.28	193630	NA	126069.74	130199.42	NA	NA	NA	140211.48	141220.31	986096.8	422338.39	304659.58	135826.6	NA	250118.44	197704.18	299516.44	197182.1	196005.37	139264.56	104484.88	maltose	Carbohydrate	Fructose, mannose, galactose, starch, and sucrose metabolism	15804	GC/MS	C00208	HMDB00163
